Invoice,ReturnStatus
212921,Returned
212932,Returned
212994,Returned
213060,Returned
213068,Returned
213091,Returned
213238,Returned
213319,Returned
213349,Returned
213420,Returned
213422,Returned
213452,Returned
213499,Returned
213523,Returned
213622,Returned
213705,Returned
213739,Returned
213744,Returned
213758,Returned
213788,Returned
213794,Returned
213853,Returned
213916,Returned
213953,Returned
213974,Returned
213976,Returned
213997,Returned
214037,Returned
214058,Returned
214101,Returned
214112,Returned
214113,Returned
214121,Returned
214230,Returned
214266,Returned
214349,Returned
214364,Returned
214406,Returned
214414,Returned
214425,Returned
214453,Returned
214465,Returned
214478,Returned
214479,Returned
214483,Returned
214563,Returned
214578,Returned
214738,Returned
214772,Returned
214793,Returned
214806,Returned
214830,Returned
214963,Returned
215076,Returned
215098,Returned
215106,Returned
215129,Returned
215155,Returned
215168,Returned
215205,Returned
215238,Returned
215313,Returned
215332,Returned
215348,Returned
215406,Returned
215451,Returned
215514,Returned
215542,Returned
215591,Returned
215594,Returned
215609,Returned
215672,Returned
215686,Returned
215722,Returned
215758,Returned
215828,Returned
215878,Returned
215889,Returned
215904,Returned
215952,Returned
215964,Returned
216000,Returned
216060,Returned
216078,Returned
216096,Returned
216132,Returned
216203,Returned
216213,Returned
216225,Returned
216248,Returned
216255,Returned
216317,Returned
216326,Returned
216346,Returned
216502,Returned
216510,Returned
216541,Returned
216673,Returned
216742,Returned
216769,Returned
216833,Returned
216875,Returned
216905,Returned
216912,Returned
216922,Returned
216927,Returned
216982,Returned
216996,Returned
217025,Returned
217027,Returned
217031,Returned
217041,Returned
217071,Returned
217083,Returned
217135,Returned
217163,Returned
217194,Returned
217195,Returned
217212,Returned
217216,Returned
217276,Returned
217280,Returned
217333,Returned
217418,Returned
217459,Returned
217493,Returned
217546,Returned
217562,Returned
217579,Returned
217613,Returned
217617,Returned
217695,Returned
217706,Returned
217781,Returned
217840,Returned
217844,Returned
217903,Returned
217955,Returned
217962,Returned
217977,Returned
218000,Returned
218091,Returned
218111,Returned
218142,Returned
218156,Returned
218211,Returned
218243,Returned
218246,Returned
218255,Returned
218260,Returned
218273,Returned
218275,Returned
218285,Returned
218314,Returned
218321,Returned
218323,Returned
218328,Returned
218332,Returned
218386,Returned
218409,Returned
218564,Returned
218620,Returned
218630,Returned
218646,Returned
218651,Returned
218657,Returned
218703,Returned
218720,Returned
218728,Returned
218751,Returned
218847,Returned
218895,Returned
219149,Returned
219159,Returned
219242,Returned
219260,Returned
219283,Returned
219291,Returned
219337,Returned
219394,Returned
219456,Returned
219505,Returned
219529,Returned
219550,Returned
219606,Returned
219618,Returned
219655,Returned
219903,Returned
219923,Returned
219952,Returned
219971,Returned
219994,Returned
